date,ormas_mentioned,sentiment,headline
2025-02-04,Nahdlatul Ulama (NU),Positive,ct nu organisasi taung ekonomi bangsa
2025-02-03,Ormas Saja,Negative,mahasiswa cinta alam rinjani desak kampus ntb tolak izin usaha tambang
2025-02-03,Ormas Saja,Negative,universitas peluang kelola tambang uu minerba guru ugm khawatir
2018-01-11,Front Pembela Islam (FPI),Negative,operasi kantor facebook demo fpi
2024-07-25,Muhammadiyah,Neutral,resmi muhammadiyah sikap tambang pekan
2025-04-12,Ormas Saja,Negative,ancam hina aniaya satpam rs bekas koma 2 kali
2024-07-29,Ormas Saja,Negative,kontroversi jersey corak emas persib piala presiden 2024
2024-10-07,Ormas Saja,Negative,hadir undi nomor urut paslon orang kades kudus bukti netral
2025-01-26,Ormas Saja,Neutral,kait wacana kampus kelola tambang uny tunggu arah menteri
2024-06-20,Ormas Saja,Neutral,w super club makassar buka momen idul adha pemprov sulsel
2024-07-26,Muhammadiyah,Negative,aisyiyah tolak izin tambang tambang muhammadiyah
2021-12-13,Ormas Saja,Negative,pemuda pancasila buka suara kantor jakpus segel polisi
2024-12-01,Ormas Saja,Negative,tim rk dukung undang nyoblos lapor bawaslu
2024-09-05,Ormas Saja,Neutral,anies ambil putus dukung parpol
2024-08-17,Nahdlatul Ulama (NU),Negative,ma ruf amin konflik pkb vs pbnu selesai
2017-12-02,Ormas Saja,Neutral,bendera kibar reuni 212
2025-01-24,Ormas Saja,Negative,pakar dampak izin tambang kampus rawan konflik
2025-01-24,Ormas Saja,Neutral,guru garap tambang ruu minerba esdm buka suara
2025-01-23,Ormas Saja,Neutral,kampus kelola tambang ruu minerba respons mendikti saintek
2025-01-23,Ormas Saja,Positive,pratikno program periksa sehat gratis libat swasta-tni-polri
2025-01-23,Ormas Saja,Neutral,revisi uu minerba resmi usul inisiatif dpr ri
2025-01-22,Ormas Saja,Neutral,tok gin zakat fitrah kota cirebon 2025
2021-12-13,Pemuda Pancasila (PP),Negative,sekjen ormas pp hadir periksa polda metro kait demo ricuh
2024-11-28,Ormas Saja,Negative,kubu rido bikin sayembara rp 10 juta temu curang pilgub jakarta
2025-01-22,Nahdlatul Ulama (NU),Negative,gus yahya nu organisasi ulama bisnis
2024-11-27,Ormas Saja,Neutral,nyata iqbal-dinda unggul pilgub ntb versi quick count kedaikopi
2017-11-22,Ormas Saja,Neutral,sri mulyani sasar selfie acara ormas pro jokowi
2024-08-17,Ormas Saja,Positive,tum hipakad apresiasi jokowi tanda hormat 64 tokoh
2024-11-26,Ormas Saja,Negative,kasasi jpu kabul eks bupati langkat bui 4 kerangkeng
2024-08-15,Nahdlatul Ulama (NU),Negative,temu wapres ma ruf cak imin adu intervensi pbnu pkb
2024-07-24,Pemuda Pancasila (PP),Negative,polisi duga intimidasi-pungli buntut cekcok pria seragam pp lsm
2024-05-31,Ormas Saja,Negative,viral tawur deli serdang bawa senapan laku aman
2025-01-18,MKGR,Neutral,gibran hadir hut mkgr bahlil beliau lihat cinta
2024-05-30,Ormas Saja,Negative,heboh warga tembung tawur bawa senapan polisi aman
2021-12-10,Ormas Saja,Negative,kapolri bicara bubar ormas
2024-11-23,Ormas Saja,Positive,rk-suswono kampanye akbar sambut antusias dukung
2024-09-08,Ormas Saja,Negative,viralnya video duga tipu jual beli emas mal surabaya
2017-10-31,Ormas Saja,Neutral,partai demokrat serah berkas revisi uu ormas
2024-09-07,Ormas Saja,Negative,viral gaduh mal surabaya gegara duga tipu jual beli emas
2024-09-26,Nahdlatul Ulama (NU),Neutral,tokoh pkb nu tim menang acep-gita pilgub jabar
2024-09-26,Ormas Saja,Negative,polda bal selidik pasutri tewas peluk keluarga tolak autopsi
2025-01-15,Ormas Saja,Negative,wanti-wanti golkar usul dana zakat biaya makan gizi gratis
2024-07-13,Pemuda Pancasila (PP),Positive,tum hipakad apresiasi ketua mpr sosialisasi 4 pilar bareng pppau fkppal
2024-11-20,Ormas Saja,Positive,komitmen rk selisih umat agama tugas pimpin mediator
2023-06-08,Ormas Saja,Negative,mobil ketua ormas kalong lalap api milik curiga bakar
2021-12-06,Pemuda Pancasila (PP),Negative,massa pp geruduk dprd depok junimart pecat
2024-12-04,Ormas Saja,Positive,seru damai ulama sumenep dukung program strategis bupati pilih
2024-09-24,Ormas Saja,Neutral,emil dardak pesan equal partnership hadir muswil oi jatim
2024-06-11,Nahdlatul Ulama (NU),Positive,gus yahya jamin pbnu profesional kelola tambang
2017-10-30,Ormas Saja,Neutral,partai demokrat revisi uu ormas
2024-09-23,Ormas Saja,Negative,kronologi g30s pki singkat latar ronta tumpas
2024-11-18,Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,grib jaya awas laksana pilkada desak aparat tegak hukum netral
2024-06-10,Ormas Saja,Negative,kado tambang tolak bahlil tindak
2024-06-12,Nahdlatul Ulama (NU),Positive,hadiah tambang pbnu jokowi
2025-01-10,Ormas Saja,Negative,tuding sembunyi wanita camat asemrowo lapor polda jatim siang
2024-09-21,Ormas Saja,Neutral,palestina merdeka gema bandung
2024-11-16,Ormas Saja,Positive,pawai jokowi luthfi-yasin tegal sambut antusiasme warga
2021-12-04,Ormas Saja,Negative,sentil jokowi polri sowan ormas investasi
2025-03-23,Ormas Saja,Negative,jago cikiwul malak usaha ujung tangkap polisi
2024-08-06,Ormas Saja,Negative,tampang geng motor serang-bacok anggota tni medan
2025-03-22,Ormas Saja,Positive,polisi pakai mobil patroli mudik antar-terminal soetta
2017-10-24,Ormas Saja,Neutral,serah terima berkas perppu ormas mendagri-fadli zon
2025-03-21,Ormas Saja,Positive,polda metro jamin aman investasi jago cikiwul tangkap
2025-03-21,Ormas Saja,Positive,polres rejang lebong 600 ekor ayam elba bantu cegah stunting
2025-03-21,Ormas Saja,Negative,jago cikiwul sebar proposal usaha duit bukber
2025-03-21,Ormas Saja,Negative,tampang jago cikiwul malak usaha tangkap polisi
2025-03-21,Ormas Saja,Negative,jago cikiwul kabur video palak usaha bekas viral
2025-03-20,Ormas Saja,Negative,viral jago cikiwul bekas palak usaha buru polisi
2025-03-20,Ormas Saja,Positive,terima parsel dedi mulyadi kirim warga
2021-12-03,Ormas Saja,Negative,jokowi sindir kapolda-kapolres sowan sepuh ormas bikin ribut
2024-06-06,Nahdlatul Ulama (NU),Neutral,pbnu pt skema kelola tambang bendum tanggung
2025-03-19,Ormas Saja,Negative,bak gim pokemon go komunitas cari sudut cimahi
2024-11-11,Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,ratus anggota grib jateng deklarasi dukung yoyok-joss
2017-10-24,Pemuda Pancasila (PP),Neutral,fadli zon skors paripurna lobi perppu ormas
2024-11-11,Ormas Saja,Positive,dpr kapolri komitmen jaga transformasi polri presisi
2024-07-13,Ormas Saja,Negative,dewan pers kecam simpatisan syl tendang wartawan kapolda metro usut
2025-03-18,Ormas Saja,Neutral,sidang isbat idul fitri 2025 gelar 29 maret
2025-03-18,Ormas Saja,Neutral,pantau hilal 33 titik sidang isbat idul fitri 2025 gelar 29 maret 2025
2024-07-13,Ormas Saja,Negative,duga simpatisan syl tendang wartawan buntut
2021-11-28,Ormas Saja,Negative,news of the week arteria-anggiat damai polisi keroyok ormas
2024-11-22,Ormas Saja,Negative,vonis 16 penjara kuasa lahan ptpn binjai samsul tarigan banding
2024-09-15,Ormas Saja,Neutral,klaim projo menang danny sulsel 3 kali menang pilpres
2024-07-09,Nahdlatul Ulama (NU),Neutral,tum pbnu buka suara kelola tambang izin proses
2017-10-24,Pemuda Pancasila (PP),Negative,massa banjir demo tolak perppu ormas dpr
2024-11-09,Ormas Saja,Negative,rohmi giring opini dukung tgb pilgub ntb
2024-08-01,Ormas Saja,Positive,asep japar resmi rekomendasi golkar maju pilbup sukabumi 2024
2024-09-14,Ormas Saja,Neutral,dukung danny pilgub sulsel projo umbar alam 3 kali menang pilpres
2024-12-31,Ormas Saja,Negative,tawa jokowi nama masuk tokoh korup versi occrp
2024-07-02,Ormas Saja,Neutral,lpoi atur uu kait tambang
2024-04-02,MKGR,Positive,mkgr deklarasi dukung airlangga hartarto tum golkar 2024-2029
2025-03-16,Ormas Saja,Negative,alir petta bau 11 rukun islam maros setop nyata sesat
2021-11-27,Pemuda Pancasila (PP),Negative,heboh video pria doktrin anggota ormas pp bunuh
2024-09-10,Ormas Saja,Neutral,gibran teman respati-astrid blusukan laweyan solo
2024-12-27,Ormas Saja,Neutral,pan perintah proaktif antisipasi bencana libur
2025-03-13,Ormas Saja,Neutral,zakat fitrah sumsel gin
2017-10-24,Pemuda Pancasila (PP),Neutral,massa aksi perppu ormas penuh gedung dpr
2025-04-15,Ormas Saja,Negative,malaysia mu pariwisata indonesia tonton
2023-06-15,Ormas Islam,Positive,hnw ormas islam ajak umat golput milu 2024
2025-03-12,Ormas Saja,Neutral,saran komisi e dprd jatim perintah sekolah rakyat
2024-11-03,Ormas Saja,Negative,gerebek spa plus jenis-bule tikam live tiktok bal
2024-07-26,Ormas Saja,Neutral,rektor umi makassar kerja kait israel
2024-11-01,Ormas Saja,Neutral,pramono anak abah jatuh cinta
2021-11-27,Pemuda Pancasila (PP),Negative,polisi keroyok ormas pp pkb malu pakai nama pancasila luka
2025-03-11,Ormas Saja,Negative,gara-gara klakson sopir alphard banting motor
2024-06-26,Ormas Saja,Positive,wamendag sosialisasi peran umkm-digitalisasi pasar hipakad
2024-11-13,Ormas Saja,Neutral,puasa 2025 prediksi tanggal hitung mundur
2017-10-24,Pemuda Pancasila (PP),Neutral,polisi asmaul husna aman demo perppu ormas
2024-12-21,Muhammadiyah,Positive,mendes yandri muhammadiyah bantu program tahan pangan desa
2024-07-24,Pemuda Pancasila (PP),Negative,disdik kebumen bicara adu mulut anggota pp vs lsm duga pungli sd
2025-03-08,Nahdlatul Ulama (NU),Positive,ponpes zainul hasan genggong probolinggo gelar festival musik patrol
2025-03-07,Ormas Saja,Positive,kemensos bapanas gelar bazar pangan harga 20 murah pasar
2024-12-19,Nahdlatul Ulama (NU),Positive,lukmanul khakim selamat khofifah-emil ajak masyarakat
2025-03-09,Ormas Saja,Negative,ramai kecam razia warung garut puasa
2024-09-03,Ormas Saja,Neutral,hnw kasih opsi anies bikin parpol
2021-11-26,Pemuda Pancasila (PP),Negative,ultimatum polisi korlap demo ormas pp jemput
2024-11-10,Ormas Saja,Positive,3 contoh surat rekomendasi tugas haji link download dokumen
2024-12-18,Pemuda Pancasila (PP),Neutral,menteri nusron wahid pp muhammadiyah bahas sertifikasi tanah wakaf
2024-10-26,Ormas Saja,Neutral,kelakar suswono kartu janda
2017-10-23,Pemuda Pancasila (PP),Neutral,nasib perppu ormas komisi ii dpr
2024-07-20,Ormas Saja,Neutral,anies bicara absen jakarta
2024-08-13,Nahdlatul Ulama (NU),Negative,rais aam pbnu pkb jazilul benah pbnu
2025-03-01,Ormas Saja,Neutral,sosok 2 pria ngaku lihat hilal aceh sumpah ms jantho
2025-03-01,Ormas Saja,Positive,kapolresta malang kota pimpin apel aman sertijab walkot-deklarasi damai
2025-02-28,Ormas Saja,Neutral,hasil sidang isbat puasa ramadan 2025 tanggal 1 2 maret
2025-02-28,Ormas Saja,Neutral,sidang isbat 1 ramadan 2025 m 1446 h link live cek
2025-02-28,Ormas Saja,Neutral,link live streaming sidang isbat 1 ramadan 2025 m 1446 h cek
2021-11-26,Ormas Saja,Negative,komisi ii dpr ormas langgar atur bina jalan
2025-02-28,Ormas Saja,Neutral,puasa ramadan 2025 arab saudi indonesia
2025-02-28,Ormas Saja,Neutral,ahli brin potensi puasa 2 maret 2025
2017-10-20,Pemuda Pancasila (PP),Neutral,perintah dpr tunda ambil putus perppu ormas
2024-05-22,Ormas Saja,Negative,navicula batal manggung wwf imbas intimidasi diskusi people s water forum
2024-07-18,Ormas Saja,Neutral,ari-bp gelar aksi patung kuda tolak israel olimpiade paris
2024-11-04,Ormas Saja,Positive,din syamsuddin dukung rk-suswono pimpin jakarta
2024-11-04,Ormas Saja,Negative,perindo tuding manfaat situasi tgb partai
2024-11-02,Ormas Saja,Neutral,ramai desa tertib miras jogja rencana apel akbar banser
2025-02-25,Ormas Saja,Positive,unik munggahan ala ribu santri ciamis jelang ramadan 2025
2024-11-03,Ormas Saja,Positive,cimahi kota religius dikdik-bagja program agama
2021-11-25,Ormas Saja,Neutral,tolak masuk gedung pemuda pancasila temu wakil dpr
2025-02-23,Ormas Saja,Positive,suara palestina merdeka gema bandung
2025-02-26,Ormas Saja,Neutral,ramadhan 2025 jadwal sidang isbat puasa libur sekolah cuti
2024-08-08,Ormas Saja,Negative,sentil korpri banggar dprd bone iur rp 200 juta sorot
2017-10-19,Front Pembela Islam (FPI),Neutral,hti fpi mui dpr bahas perppu ormas
2024-10-18,Ormas Saja,Neutral,pemkot magelang retreat kabinet prabowo pakai tenda
2024-08-07,Ormas Saja,Positive,survei cpi-lsi denny ja pilkada blora incumbent unggul
2024-08-16,Pemuda Pancasila (PP),Neutral,polisi tangguh tahan ketua fkppi langkat tangkap judi
2025-02-25,Nahdlatul Ulama (NU),Neutral,ramadhan 2025 perintah nu muhammadiyah
2024-10-17,Ormas Saja,Positive,ahmad syaikhu raih detikcom awards 2024 dorong demokrasi integritas
2025-02-20,Ormas Saja,Neutral,ramadan hitung mundur 9 puasa 2025
2024-06-15,Ormas Saja,Positive,bahagia idul adha polres mojokerto sumbang 29 hewan kurban
2021-11-24,Ormas Saja,Negative,cekam ormas karawang bentrok 1 mobil hancur 2 orang luka
2025-03-27,Ormas Saja,Positive,bareng polres-ormas bupati badung bahas aman jelang nyepi lebaran
2025-02-18,Ormas Saja,Neutral,koperasi masuk prioritas kelola tambang respons budi arie
2024-06-19,Ormas Saja,Negative,ceramah zamroni allah lelaki lolos dakwa nista agama
2017-10-19,Pemuda Pancasila (PP),Neutral,tni polri jagung dukung perppu ormas
2025-02-17,Ormas Saja,Negative,kodam bb kkj bukti oknum tni libat bakar rumah wartawan
2024-12-04,Muhammadiyah,Positive,uskup kupang apresiasi milad muhammadiyah ke-112 hadir presiden
2024-10-14,Ormas Saja,Positive,wihaji panggil prabowo perhati stunting hamil
2025-02-17,Ormas Saja,Positive,ruu minerba tuju baleg dpr bahlil jihad konstitusi
2025-02-17,Ormas Saja,Neutral,kemenag aceh 6 hilal 1 ramadan lokasi
2024-08-13,Pemuda Pancasila (PP),Negative,sangka ketua fkppi langkat tangkap judi tahan
2024-08-13,Pemuda Pancasila (PP),Negative,polda sumut tangkap ketua fkppi langkat judi
2021-11-03,Nahdlatul Ulama (NU),Negative,dosen uin jakarta nilai hina nu
2025-02-20,Ormas Saja,Neutral,jadwal sidang isbat ramadhan resmi kemenag ri catat tanggal tahap
2024-12-03,Ormas Saja,Negative,isi garasi pj walikota pekanbaru jaring ott kpk
2024-10-13,Forum Betawi Rempug (FBR),Positive,fbr deklarasi dukung pramono-rano pilgub jakarta
2017-10-18,Pemuda Pancasila (PP),Neutral,yusril bahas perppu ormas komisi ii
2024-05-15,Ormas Saja,Positive,kelompok masyarakat probolinggo dukung wwf ke-10 bal
2025-02-15,Ormas Saja,Positive,legislator puji gerak cepat polres tangsel bekuk todong pisau murid tk
2025-02-15,Ormas Saja,Positive,bpjph gandeng 11 mitra strategis fasilitas 410 ribu laku usaha
2024-12-02,Ormas Saja,Neutral,kubu rk ajak simpatisan gagal nyoblos ngadu bawaslu
2024-04-30,Ormas Saja,Neutral,respons anies gabung prabowo-gibran warga negara
2025-02-13,Ormas Saja,Negative,mpr kena efisiensi anggar rp 224 m dpd potong rp 442 miliar
2021-10-27,Ormas Saja,Negative,heboh mahasiswa demo papua merdeka makassar bubar ormas
2024-10-23,Ormas Saja,Neutral,ambisi golkar pilgub jabar
2025-02-11,Ormas Saja,Neutral,sidang isbat ramadan 2025 m 1446 h tanggal lokasi
2025-02-11,Ormas Saja,Neutral,kemenag sidang isbat gelar 28 februari 2025
2017-10-04,Ormas Saja,Negative,foto asai ormas taman pgc parkir liar
2025-02-11,Ormas Saja,Neutral,puasa ramadan 2025 prediksi 1 maret indikasi hilal lihat
2024-05-17,Ormas Saja,Negative,viral video ribut pasar rejowinangun magelang polisi
2025-02-11,Ormas Saja,Neutral,catat jadwal sidang isbat ramadan 2025
2025-02-11,Ormas Saja,Negative,komunitas batak bitner gugat marno rp 540 juta anggota
2025-02-10,Ormas Saja,Positive,siasat pemkab cirebon tantang investasi hukum
2025-02-10,Ormas Saja,Neutral,4 nyata sikap komunitas batak magetan gugat bitner marno cs
2024-10-08,Ormas Saja,Positive,imam masjid nabawi indonesia agenda kunjung
2021-10-15,Ormas Saja,Negative,oknum ormas bekas orang betawi bodoh polisi
2025-02-08,Ormas Saja,Neutral,baleg dpr perintah tuju wacana kampus kelola tambang
2024-06-08,Muhammadiyah,Neutral,muhammadiyah tarik dana bsi
2024-08-06,Ormas Saja,Negative,anggota tni bacok geng motor medan alami buta
2017-10-04,Pemuda Pancasila (PP),Neutral,perintah alas terbit perppu ormas
2024-11-25,Ormas Saja,Neutral,pimpin dpd yorrys polemik psn pik 2 salah persepsi
2024-11-25,Ormas Saja,Neutral,pimpin dpd yorrys terima audiensi apdesi bahas psn pik 2
2024-06-07,Nahdlatul Ulama (NU),Neutral,kpc anak usaha bakrie group bekas tambang garap pbnu
2024-06-07,Muhammadiyah,Neutral,duduk perkara muhammadiyah alih dana bsi
2025-02-06,Ormas Saja,Negative,rektor ugr tolak konsesi tambang kampus
2024-06-14,Ormas Saja,Positive,hnw indonesia model bela palestina
2025-02-05,Ormas Saja,Positive,babe haikal jamin produk halal buka 12 321 lapang kerja
2021-10-15,Ormas Saja,Negative,viral anggota ormas bekas orang betawi bodoh haji lulung marah
2025-02-09,Ormas Saja,Negative,damai tni keroyok ujung 40 prajurit rusak kendara deli serdang
2024-06-06,Muhammadiyah,Neutral,pindah dana bsi muhammadiyah buka suara
2024-11-23,Ormas Saja,Positive,tgb coblos zul-uhel pilgub ntb 2024
2017-09-29,Hizbut Tahrir Indonesia (HTI),Negative,suara massa aksi 299 hti bubar pki biar
2025-02-05,Nahdlatul Ulama (NU),Positive,kecam keras muhammadiyah-pbnu 56 pria pesta gay jaksel
2024-11-23,Ormas Saja,Neutral,kampanye akbar rido sby hadir obat ln jokowi jateng
2025-02-05,Ormas Saja,Neutral,ramadan countdown 24 jelang puasa 2025
2025-04-14,Ormas Saja,Negative,malaysia mu indonesia tonton peluang pariwisata buang
2024-10-03,Forum Betawi Rempug (FBR),Positive,pramono-rano teken kontrak politik fbr lembaga adat betawi
2024-10-16,Ormas Saja,Positive,survei lsi pilgub jambi haris-sani paslon suka kalang
2024-04-02,MKGR,Neutral,dukung airlangga mkgr gelar rakernas 18-20 juli
2021-09-29,Ormas Saja,Negative,anggota ormas ngamuk rs gegara hasil tes swab
2025-02-03,Ormas Saja,Negative,polemik tolak indomaret barru gegara ancam omzet dagang
2025-02-06,Ormas Saja,Neutral,kritis sikap wacana kampus kelola tambang
2024-10-15,Forum Betawi Rempug (FBR),Neutral,fbr dukung pramono-rano suswono rapat rido
2017-09-29,Ormas Saja,Neutral,massa aksi 299 padat gedung dpr
2024-08-01,Ormas Saja,Positive,sambut hut ri jokowi gelar zikir bangsa istana malam
2025-01-31,Ormas Saja,Neutral,viral camat asemrowo tuding sembunyi wanita damai
2024-11-18,Forum Betawi Rempug (FBR),Positive,pwnu dki forkabi fbr bentuk satgas anti politik uang kawal pilgub jakarta
2025-01-30,Ormas Saja,Positive,guru garap tambang bahlil buah niat
2024-08-08,Ormas Saja,Positive,pemkot dorong fkub semarang kota toleran harmony award
2025-01-29,Ormas Saja,Positive,giri prasta infrastruktur waris
2025-02-02,Ormas Saja,Negative,bocah cacat kaki aniaya keluarga tni rusak warung-kendaraan
2021-09-28,Ormas Saja,Negative,polisi 7 sangka bentrok maut batas cianjur
2024-11-17,Ormas Saja,Positive,bupati-kapolres klaten ajak sinergi marak nakal remaja gegara miras
2024-08-08,Nahdlatul Ulama (NU),Negative,pkb lapor gus choi surya paloh buntut bela pbnu
2024-06-06,Nahdlatul Ulama (NU),Neutral,pbnu alas kelola tambang butuh biaya organisasi
2017-09-14,Ormas Saja,Positive,pks gelar aksi bela rohingya
2024-11-16,Ormas Saja,Positive,dukung prabowo mania aep menang pilkada karawang
2024-11-16,Ormas Saja,Positive,riah pawai jokowi luthfi-yasin tegal suguh tampil seni
2024-08-07,Ormas Saja,Neutral,korpri bone heran iur organisasi rp 200 juta sorot banggar dprd
2024-11-16,Ormas Saja,Positive,jubir rk-suswono dukung jokowi pengaruh
2024-12-13,Ormas Saja,Negative,anomali nyogok anak masuk sekolah negeri
2024-09-27,Ormas Saja,Negative,polisi autopsi jenazah pasutri tewas peluk denpasar
2024-05-31,Ormas Saja,Positive,tinjau satkamling mampang dir binmas polda metro apresiasi warga kompak
2021-09-26,Ormas Saja,Negative,2 ormas bentrok batas cianjur-sukabumi orang tewas
2024-11-15,Ormas Saja,Negative,kemudi yaris pamer senjata pistol duga gegara terima salip
2024-07-20,Ormas Saja,Positive,hnw dukung umat seru boikot israel olimpiade paris
2024-08-06,Ormas Saja,Neutral,ipk libat penganiayaan-pembacokan anggota tni medan
