date,ormas_mentioned,sentiment,headline,headline_cleaned
2024-09-02,Ormas Saja,Neutral,"PKB Sodor Kader Jadi Ketua Tim Danny-Azhar, Ada Deng Ical-Fauzi Wawo",pkb sodor kader ketua tim danny-azhar deng ical-fauzi wawo
2025-01-18,MKGR,Positive,MKGR Siap Dukung Program Pemerintahan Prabowo-Gibran Sampai Akhir,mkgr dukung program perintah prabowo-gibran
2025-01-18,MKGR,Positive,"Ahok Respons Isu Gibran Gabung MKGR: Bagus, Jadi Jelas Partainya",ahok respons isu gibran gabung mkgr bagus partai
2022-07-27,Ormas Saja,Neutral,Polisi-Ormas Jambi Siaga Jaga Makam Brigadir J,polisi-ormas jambi siaga jaga makam brigadir j
2024-07-29,Muhammadiyah,Positive,"Janji Bahlil ke Muhammadiyah, Beri Lahan Tambang Paling Bagus",janji bahlil muhammadiyah lahan tambang bagus
2025-03-25,Ormas Saja,Negative,Polisi: Pria Minta THR 'Ketupat' ke Tukang Cukur dalam Kondisi Mabuk,polisi pria thr ketupat tukang cukur kondisi mabuk
2024-07-29,Muhammadiyah,Positive,Bahlil Janji Kasih Lahan Tambang Bagus buat Muhammadiyah,bahlil janji kasih lahan tambang bagus muhammadiyah
2018-09-13,Ormas Saja,Neutral,Pengurus DPD Perempuan Peduli Keadilan Resmi Dilantik,urus dpd perempuan peduli adil resmi lantik
2025-01-17,Ormas Saja,Negative,Reaksi Gus Mensos Soal MBG Pakai Dana Zakat: Nggak Bisa ke Semua Orang,reaksi gus mensos mbg pakai dana zakat nggak orang
2025-01-17,MKGR,Neutral,Adies Kadir Bilang 'Tak Suka Kejutan' soal Gibran Diumumkan Gabung MKGR Besok,adies kadir bilang suka kejut gibran gabung mkgr besok
2025-01-17,MKGR,Neutral,"Kursinya Disiapkan, Jokowi Tegaskan Tak Ada Undangan HUT MKGR",kursi jokowi undang hut mkgr
2025-03-24,Ormas Saja,Neutral,"Sidang Isbat 1 Syawal Digelar 29 Maret, Tanggal Berapa Lebaran 2025?",sidang isbat 1 syawal gelar 29 maret tanggal lebaran 2025
2022-07-21,Ormas Saja,Neutral,Ormas Pemuda Batak Bersatu Jaga Makam Brigadir J,ormas pemuda batak jaga makam brigadir j
2025-03-17,Ormas Saja,Neutral,"SKB 3 Menteri Cuti Bersama 2025 Lebaran Idul Fitri, Ini Lengkapnya!",skb 3 menteri cuti 2025 lebaran idul fitri lengkap
2024-08-25,Ormas Saja,Neutral,Nahdlatul Wathan Dukung Iqbal-Dinda di Pilgub NTB 2024,nahdlatul wathan dukung iqbal-dinda pilgub ntb 2024
2025-03-19,Ormas Saja,Positive,"Polda Jateng Bakal Amankan Rumah Ditinggal Mudik, Cukup Telepon 110",polda jateng aman rumah tinggal mudik telepon 110
2018-08-25,Ormas Saja,Negative,Suasana Demo Tolak Ratna Sarumpaet-Rocky Gerung di Bandara Babel,suasana demo tolak ratna sarumpaet-rocky gerung bandara babel
2025-01-15,Ormas Saja,Negative,"Imbas Markas Pemuda Pancasila Jabar Diserang, 12 Orang Luka-luka",imbas markas pemuda pancasila jabar serang 12 orang luka
2024-09-26,Ormas Saja,Negative,"Aset Wakaf RI Tembus Rp 2.050 Triliun, tapi Mayoritas Tidak Produktif",aset wakaf ri tembus rp 2 050 triliun mayoritas produktif
2025-01-15,Pemuda Pancasila (PP),Negative,12 Orang Jadi Korban Usai Markas PP Jabar Diserang,12 orang korban markas pp jabar serang
2025-01-15,Pemuda Pancasila (PP),Negative,"Markas Diserang, PP Jabar Laporkan GRIB ke Polrestabes Bandung",markas serang pp jabar lapor grib polrestabes bandung
2025-01-15,Ormas Saja,Negative,"Markas Pemuda Pancasila Jabar Diserang, 12 Orang Terluka",markas pemuda pancasila jabar serang 12 orang luka
2022-07-14,Ormas Saja,Negative,"Gegara Salah Paham, 2 Ormas Terlibat Bentrok di Bekasi",gegara salah paham 2 ormas libat bentrok bekas
2025-01-15,Ormas Saja,Neutral,Mendikdasmen: TK dan SLB Lebih Banyak Dikelola Warga Dibanding Pemerintah,mendikdasmen tk slb kelola warga banding perintah
2018-08-19,Ormas Saja,Neutral,Ketika Aktivis Ikut Tanding Catur,aktivis tanding catur
2024-06-26,Nahdlatul Ulama (NU),Neutral,"Siap Garap Tambang, PBNU Sudah Bikin PT",garap tambang pbnu bikin pt
2025-01-31,Ormas Saja,Negative,Ini Pernyataan Mardani PKS yang Diadukan Simpatisan Gelora ke MKD DPR,nyata mardani pks adu simpatisan gelora mkd dpr
2025-01-14,Ormas Saja,Negative,DPRD Rekomendasikan Pj Bupati Busel Dicopot Usai Diduga Aniaya Mahasiswa,dprd rekomendasi pj bupati busel copot duga aniaya mahasiswa
2024-11-13,Ormas Saja,Negative,"Massa Geruduk DPRD Jogja, Desak Perda Miras yang Kedaluwarsa Direvisi",massa geruduk dprd jogja desak perda miras kedaluwarsa revisi
2024-06-07,Nahdlatul Ulama (NU),Negative,"NU Disebut Dapat Izin Tambang karena Dukung Prabowo, Ini Respons Bahlil",nu izin tambang dukung prabowo respons bahlil
2024-09-25,Ormas Saja,Negative,Polisi Kena Tusuk Saat Lerai Ricuh Usai Penetapan Nomor Urut Pilkada Palembang,polisi kena tusuk lerai ricuh nomor urut pilkada palembang
2024-07-24,Ormas Saja,Negative,Duduk Perkara Pemuda Pancasila Intimidasi Wali Murid yang Lapor Pungli,duduk perkara pemuda pancasila intimidasi wali murid lapor pungli
2022-06-28,Ormas Saja,Negative,"Kontroversi Promo Holywings: Digeruduk Ormas, Izin Usaha di DKI Dicabut",kontroversi promo holywings digeruduk ormas izin usaha dki cabut
2024-08-29,Ormas Saja,Negative,"MUI Layangkan Surat ke Jokowi, Minta Kepala BPIP Diberhentikan",mui layang surat jokowi kepala bpip henti
2025-03-13,Ormas Saja,Positive,Wawalkot Adhitia Rayu Investor Supaya Bangun Mall di Cimahi,wawalkot adhitia rayu investor bangun mall cimahi
2025-01-13,Ormas Saja,Positive,Pengelola Tegaskan Warga Boleh Ngonten di Taman Literasi,kelola warga ngonten taman literasi
2018-05-14,Ormas Saja,Negative,LPOI Kutuk Aksi Teroris di Surabaya,lpoi kutuk aksi teroris surabaya
2024-06-12,Ormas Saja,Neutral,Pengakuan Bahlil soal Banyak yang Minta Izin Garap Tambang,bahlil izin garap tambang
2024-06-10,Ormas Saja,Negative,HKBP Tolak Ikut Terlibat Kelola Tambang yang Diberi Pemerintah,hkbp tolak libat kelola tambang perintah
2024-06-11,Ormas Saja,Neutral,Bahlil Bakal Pertimbangkan Kasih Prioritas Izin Tambang buat Organisasi Adat,bahlil timbang kasih prioritas izin tambang organisasi adat
2024-05-22,Ormas Saja,Negative,Bakesbangpol Bali Akan Dalami Aksi PGN Bubarkan Diskusi People's Water Forum,bakesbangpol bal aksi pgn bubar diskusi people s water forum
2025-01-10,Ormas Saja,Positive,"Waketum PAN Beri Selamat ke Pram-Rano, Titip Jakarta Diurus Profesional",waketum pan selamat pram-rano titip jakarta urus profesional
2025-04-09,Ormas Saja,Negative,Pengusaha Minta Perlindungan Pemerintah dari Dampak Tarif Trump,usaha lindung perintah dampak tarif trump
2024-08-23,Ormas Saja,Negative,Raja-raja Puri Tolak Apel 15.000 Banser di Bali,raja puri tolak apel 15 000 banser bal
2022-06-16,Ormas Saja,Negative,Polisi: Khilafatul Muslimin Sebut Pancasila Tak Bertahan Lama,polisi khilafatul muslimin pancasila tahan
2025-01-21,Ormas Saja,Neutral,"Revisi UU Minerba, Perguruan Tinggi Bakal Dapat Izin Tambang",revisi uu minerba guru izin tambang
2025-01-05,Ormas Saja,Neutral,Budi Arie Sebut Koperasi Bakal Jadi Penyalur Pupuk Subsidi,budi arie koperasi salur pupuk subsidi
2025-03-04,Ormas Saja,Neutral,Jadwal Lengkap Cuti Bersama Idul Fitri 2025 Berdasarkan SKB 3 Menteri,jadwal lengkap cuti idul fitri 2025 dasar skb 3 menteri
2018-03-22,Ormas Saja,Positive,Anggota Pemuda Pancasila Dirangkul Jadi Peserta BPJS TK,anggota pemuda pancasila rangkul bpjs tk
2025-03-04,Ormas Saja,Neutral,SKB 3 Menteri Libur dan Cuti Bersama 2025 untuk Idul Fitri,skb 3 menteri libur cuti 2025 idul fitri
2025-03-04,Ormas Saja,Neutral,SKB 3 Menteri Cuti Bersama 2025 Lebaran Idul Fitri,skb 3 menteri cuti 2025 lebaran idul fitri
2024-07-03,Ormas Saja,Negative,TNI AD Buka Suara soal Dugaan Anggota Terlibat Kasus Kebakaran Rumah Wartawan,tni ad buka suara duga anggota libat bakar rumah wartawan
2024-09-16,Ormas Saja,Neutral,"Istana: Koordinasi dengan KPK via Menko Polhukam, Jangan Salah Persepsi",istana koordinasi kpk via menko polhukam salah persepsi
2024-09-16,Ormas Saja,Positive,"Istana Tegaskan Jokowi Terbuka Bertemu Siapa Saja, Termasuk Pimpinan KPK",istana jokowi buka temu masuk pimpin kpk
2023-06-12,Ormas Saja,Negative,"Ormas Meminta Paksa Sumbangan ke Tempat Usaha, Bolehkah Secara Hukum?",ormas paksa sumbang usaha hukum
2024-08-20,Nahdlatul Ulama (NU),Positive,"Bahlil Jamin Urusan Tambang PBNU, Muhammadiyah, dan Freeport Lancar",bahlil jamin urus tambang pbnu muhammadiyah freeport lancar
2022-06-07,Ormas Saja,Negative,"Jadi Tersangka, Pimpinan Khilafatul Muslimin Terancam 20 Tahun Penjara",sangka pimpin khilafatul muslimin ancam 20 penjara
2025-02-28,Ormas Saja,Neutral,Pemerintah Tetapkan 1 Ramadan 1446 H 1 Maret 2025,perintah 1 ramadan 1446 h 1 maret 2025
2025-02-28,Ormas Saja,Neutral,"BMKG Ungkap Alasan Hilal di Bali Tak Tampak, Ketinggian Hanya 3,75 Derajat",bmkg alas hilal bal 3 75 derajat
2025-02-28,Ormas Saja,Neutral,Hasil Sidang Isbat Penetapan 1 Ramadan 1446 H: 1 Maret 2025!,hasil sidang isbat 1 ramadan 1446 h 1 maret 2025
2018-03-09,Ormas Islam,Negative,Ormas Islam Minta Polri Usut Tuntas Aktor di Balik Penyebaran Hoax,ormas islam polri usut tuntas aktor sebar hoax
2025-02-28,Ormas Saja,Neutral,"Hasil Sidang Isbat, Pemerintah Tetapkan 1 Ramadan 1446 Hijriah 1 Maret 2025",hasil sidang isbat perintah 1 ramadan 1446 hijriah 1 maret 2025
2025-02-28,Ormas Saja,Neutral,Hilal Tak Terlihat di Tanjung Kodok Lamongan,hilal lihat tanjung kodok lamongan
2024-07-12,Ormas Saja,Negative,Ribut-ribut Usai Vonis SYL Bikin Pagar Ruang Sidang Tercabut,ribut vonis syl bikin pagar ruang sidang cabut
2025-02-28,Ormas Saja,Neutral,Kapan Sidang Isbat Awal Ramadan 2025? Ini Jadwal dan Susunan Acaranya,sidang isbat ramadan 2025 jadwal susun acara
2025-02-28,Ormas Saja,Neutral,"Pengumuman Awal Puasa Ramadhan 2025 Hari Ini, Cek Jadwal-Live Sidang Isbat!",puasa ramadhan 2025 cek jadwal-live sidang isbat
2025-01-16,Nahdlatul Ulama (NU),Neutral,Kata Muhammadiyah dan PBNU soal Usulan Dana Zakat untuk Makan Bergizi Gratis,muhammadiyah pbnu usul dana zakat makan gizi gratis
2025-02-27,Ormas Saja,Negative,"Jelang Ramadan, MUI Minta Umat Perkuat Boikot Produk Terafiliasi Israel",jelang ramadan mui umat kuat boikot produk afiliasi israel
2022-06-06,Ormas Saja,Negative,Viral Ormas Vs 'Mata Elang' di Purwakarta Gegara Perampasan Motor,viral ormas vs mata elang purwakarta gegara ampas motor
2024-12-31,Ormas Saja,Neutral,Polda Metro Petakan Titik Rawan-Awasi Peredaran Petasan di Malam Tahun Baru,polda metro peta titik rawan-awasi edar petas malam
2024-07-06,Ormas Saja,Negative,Viral Bendera Bintang Kejora Berkibar di Asrama Mahasiswa Papua di Makassar,viral bendera bintang kejora kibar asrama mahasiswa papua makassar
2025-02-26,Ormas Saja,Neutral,Ini Lokasi Pantau Hilal Awal Puasa Ramadan 2025 di Bali,lokasi pantau hilal puasa ramadan 2025 bal
2018-03-07,Ormas Saja,Negative,"Foto: Polemik Cadar, Ormas-ormas Datangi UIN Kalijaga",foto polemik cadar ormas-ormas uin kalijaga
2025-02-26,Ormas Saja,Neutral,Kemenag Bali Tak Pantau Hilal 1 Syawal karena Bertepatan Nyepi,kemenag bal pantau hilal 1 syawal nyepi
2025-02-26,Ormas Saja,Neutral,Sidang Isbat Awal Ramadhan 2025 Akan Digelar Jumat 28 Februari,sidang isbat ramadhan 2025 gelar jumat 28 februari
2025-01-13,Ormas Saja,Negative,Peningkatan Keamanan di Taman Literasi Usai Ada Pungli,tingkat aman taman literasi pungli
2024-10-28,Ormas Saja,Negative,"Penipuan Pelunasan Pinjaman Bank di Blitar Diungkap, Negara Rugi Rp 2,2 M",tipu lunas pinjam bank blitar negara rugi rp 2 2 m
2025-02-21,Ormas Saja,Neutral,Menkop Budi Arie Ungkap Jenis Koperasi yang Bisa Kelola Tambang,menkop budi arie jenis koperasi kelola tambang
2024-09-08,Ormas Saja,Negative,Polda Jatim Bantah Pemeriksaan Thoriqul Haq karena Unsur Politis,polda jatim bantah periksa thoriqul haq unsur politis
2025-02-20,Ormas Saja,Negative,MUI Minta Terus Boikot Produk Terafiliasi Israel Jelang Ramadan,mui boikot produk afiliasi israel jelang ramadan
2022-06-06,Ormas Saja,Negative,Junimart Respons Projo Hadiri di KIB: Mereka Hanya Ormas,junimart respons projo hadir kib ormas
2025-02-20,Ormas Saja,Positive,"Cetak Generasi Ahli Falak, Kemenag Buka Kursus Hisab Rukyat Gratis",cetak generasi ahli falak kemenag buka kursus hisab rukyat gratis
2025-02-19,Ormas Saja,Negative,Viral Pedagang Es Teh di Ciledug Diperas hingga Gerobak Diacak-acak,viral dagang es teh ciledug peras gerobak acak
2025-02-19,Nahdlatul Ulama (NU),Neutral,"BPKH Temui Ketum PBNU, Minta Dukungan Revisi UU Keuangan Haji",bpkh temu tum pbnu dukung revisi uu uang haji
2018-03-02,Front Pembela Islam (FPI),Negative,FPI dan Alumni 212 Ikut Turun di Demo Partai PBB,fpi alumni 212 turun demo partai pbb
2024-06-10,Ormas Saja,Negative,"PGI & KWI Buka-bukaan Ogah Kelola Tambang, Ini Alasannya",pgi kwi buka ogah kelola tambang alas
2025-02-18,Ormas Saja,Neutral,"Aturan Berlaku, Pemerintah Bisa Ambil Alih Lahan Sengketa Tambang",atur laku perintah ambil alih lahan sengketa tambang
2025-02-17,Ormas Saja,Negative,Tradisi Gunungan Tempe Sidoarjo Dievaluasi usai Insiden Kecopetan Massal,tradisi gunung tempe sidoarjo evaluasi insiden copet massal
2024-08-05,Ormas Saja,Negative,"Anggota Geng Motor di Medan Serang-Keroyok Personel TNI, 1 Pelaku Ditangkap",anggota geng motor medan serang-keroyok personel tni 1 laku tangkap
2024-10-22,Ormas Saja,Neutral,"Menteri Yandri Kumpulkan Kades di Ponpes Serang untuk Haul, Ditemani Istri",menteri yandri kumpul kades ponpes serang haul tani istri
2024-12-20,Ormas Saja,Negative,"Cegah Teror, Kapolri Minta Jajaran Sterilisasi Tempat Ibadah Jelang Natal",cegah teror kapolri jajar sterilisasi ibadah jelang natal
2025-01-04,Nahdlatul Ulama (NU),Neutral,Melihat Candi Borobudur dari Menara Masjid Agung An-Nuur Magelang,lihat candi borobudur menara masjid agung an-nuur magelang
2022-02-10,Nahdlatul Ulama (NU),Negative,"Ribut soal 'Jatah Preman', 5 Oknum Ormas di Garut Ditangkap",ribut jatah preman 5 oknum ormas garut tangkap
2024-06-10,Ormas Saja,Negative,HKBP Enggan Libatkan Diri sebagai Gereja untuk Bertambang,hkbp enggan libat gereja tambang
2024-06-08,Nahdlatul Ulama (NU),Positive,Anggota Komisi VII DPR Nilai NU Mampu Mengelola Tambang,anggota komisi vii dpr nilai nu kelola tambang
2024-09-03,Ormas Saja,Neutral,"Pengurus LDII Menghadap Jokowi di Istana Negara, Laporkan Hasil Rakernas",urus ldii hadap jokowi istana negara lapor hasil rakernas
2018-01-12,Front Pembela Islam (FPI),Negative,Ini Tuntutan FPI di Kantor Facebook,tuntut fpi kantor facebook
2024-08-03,Ormas Saja,Positive,"Jelang HUT RI ke-79, HIPAKAD Minta Warga Rajut Persatuan Demi Kedamaian",jelang hut ri ke-79 hipakad warga rajut damai
2024-08-02,Ormas Saja,Positive,AMPI Simulasi Program Makan Bergizi Gratis: Harga Tak Sampai Rp 14.900,ampi simulasi program makan gizi gratis harga rp 14 900
2025-02-12,Ormas Saja,Positive,"BPKH Kerja Sama dengan MUI, Tingkatkan Ekonomi Umat-Optimalisasi Keuangan Haji",bpkh kerja mui tingkat ekonomi umat-optimalisasi uang haji
2024-09-29,Ormas Saja,Neutral,3 Syarat Jadi Menteri di Kabinet Prabowo-Gibran Versi Jubir,3 syarat menteri kabinet prabowo-gibran versi jubir
2024-08-07,Ormas Saja,Negative,Panitia Pengajian yang Hadirkan KH Imaduddin di Gresik Dipolisikan,panitia aji hadir kh imaduddin gresik polisi
2024-09-28,Ormas Saja,Negative,6 Simpatisan Fadia-Sukirman Lapor Polisi Buntut 'Perang Batu' di KPU Pekalongan,6 simpatisan fadia-sukirman lapor polisi buntut perang batu kpu kalong
2024-07-02,Ormas Saja,Negative,KKJ Temukan Kejanggalan Kebakaran Tewaskan Wartawan Sekeluarga di Karo,kkj temu janggal bakar tewas wartawan keluarga karo
2022-01-31,GMBI,Negative,Tampang Lesu Anggota Ormas GMBI Berbaju Tahanan di Mapolda Jabar,tampang lesu anggota ormas gmbi baju tahan mapolda jabar
2024-07-05,Ormas Saja,Negative,Heboh Bendera Bintang Kejora Berkibar di Asrama Mahasiswa Papua di Makassar,heboh bendera bintang kejora kibar asrama mahasiswa papua makassar
2025-02-10,Ormas Saja,Positive,"Ikut Rakernas, AMPI Harap Program yang Dirancang Makin Perkokoh Golkar",rakernas ampi harap program rancang kokoh golkar
2024-12-31,Ormas Saja,Neutral,Ketua Komisi XI DPR: Dana CSR Bank Indonesia Langsung Disalurkan ke Yayasan,ketua komisi xi dpr dana csr bank indonesia langsung salur yayasan
2018-01-12,Front Pembela Islam (FPI),Negative,Foto: Massa FPI Mencari Kejelasan di Kantor Facebook,foto massa fpi cari kantor facebook
2024-09-27,Ormas Saja,Negative,Sosok Pasutri yang Tewas Berpelukan di Denpasar di Mata Warga,sosok pasutri tewas peluk denpasar mata warga
2024-10-16,Ormas Saja,Negative,"Polemik Kuliner Malam Cut Nyak Dien, Pj Wako Pastikan Pemkot Pekanbaru Ambil Alih",polemik kuliner malam cut nyak dien pj wako pemkot pekanbaru ambil alih
2024-08-05,Ormas Saja,Negative,Kondisi Terkini Anggota TNI Usai Diserang-Dibacok Geng Motor di Medan,kondisi anggota tni diserang-dibacok geng motor medan
2024-08-30,Ormas Saja,Negative,"Potensi Wakaf RI Baru Tergarap Rp 2,5 T, Ini Solusi BWI",potensi wakaf ri garap rp 2 5 t solusi bwi
2024-06-04,Ormas Saja,Negative,Dishub Perketat Pengawasan Saat Event Buntut Parkir Liar Rp 25 Ribu Dekat JIS,dishub ketat awas event buntut parkir liar rp 25 ribu jis
2024-07-30,Pemuda Pancasila (PP),Neutral,Alasan PP Persis Terima Kelola Tambang: Untuk Menjadi Contoh yang Benar,alas pp persis terima kelola tambang contoh
2024-04-19,Ormas Saja,Negative,"Bentrokan Antarormas Pecah di Bandung, 1 Orang Tewas",bentrok antarormas pecah bandung 1 orang tewas
2022-01-12,Ormas Saja,Negative,Sederet Fakta Bentrok Warga vs Debt Collector di Cisarua,deret fakta bentrok warga vs debt collector cisarua
2025-02-04,Nahdlatul Ulama (NU),Positive,CT Sebut NU Organisasi yang Bisa Menaungi Masalah Ekonomi Bangsa,ct nu organisasi taung ekonomi bangsa
2025-02-03,Ormas Saja,Negative,Mahasiswa Pecinta Alam Rinjani Desak Kampus di NTB Tolak Izin Usaha Tambang,mahasiswa cinta alam rinjani desak kampus ntb tolak izin usaha tambang
2025-02-03,Ormas Saja,Negative,"Universitas Berpeluang Kelola Tambang Lewat UU Minerba, Guru Besar UGM Khawatirkan Ini",universitas peluang kelola tambang uu minerba guru ugm khawatir
2018-01-11,Front Pembela Islam (FPI),Negative,"Belum Lama Beroperasi, Kantor Facebook Mau Didemo FPI",operasi kantor facebook demo fpi
2024-07-25,Muhammadiyah,Neutral,"Belum Resmi, Muhammadiyah Sampaikan Sikap soal Tambang Akhir Pekan Ini",resmi muhammadiyah sikap tambang pekan
2025-04-12,Ormas Saja,Negative,Ancaman dan Penghinaan dari Penganiaya Buat Satpam RS Bekasi Koma 2 Kali,ancam hina aniaya satpam rs bekas koma 2 kali
2024-07-29,Ormas Saja,Negative,Kontroversi Jersey Corak Emas Persib di Piala Presiden 2024,kontroversi jersey corak emas persib piala presiden 2024
2024-10-07,Ormas Saja,Negative,"Hadiri Undian Nomor Urut Paslon, Seorang Kades di Kudus Terbukti Tak Netral",hadir undi nomor urut paslon orang kades kudus bukti netral
2025-01-26,Ormas Saja,Neutral,"Terkait Wacana Kampus Kelola Tambang, UNY Tunggu Arahan Kementerian",kait wacana kampus kelola tambang uny tunggu arah menteri
2024-06-20,Ormas Saja,Neutral,"W Super Club Makassar Sempat Buka di Momen Idul Adha, Ini Kata Pemprov Sulsel",w super club makassar buka momen idul adha pemprov sulsel
2024-07-26,Muhammadiyah,Negative,"Aisyiyah Tolak Izin Tambang: Tanpa Menambang, Muhammadiyah Mampu",aisyiyah tolak izin tambang tambang muhammadiyah
2021-12-13,Ormas Saja,Negative,Pemuda Pancasila Buka Suara soal Kantornya di Jakpus yang Disegel Polisi,pemuda pancasila buka suara kantor jakpus segel polisi
2024-12-01,Ormas Saja,Negative,Tim RK Minta Pendukung Tak Dapat Undangan Nyoblos Lapor Bawaslu,tim rk dukung undang nyoblos lapor bawaslu
2024-09-05,Ormas Saja,Neutral,Anies Belum Ambil Keputusan tapi Ada Pendukung Sudah Siapkan Parpol,anies ambil putus dukung parpol
2024-08-17,Nahdlatul Ulama (NU),Negative,Ma'ruf Amin soal Konflik PKB Vs PBNU: Nanti Juga Selesai,ma ruf amin konflik pkb vs pbnu selesai
2017-12-02,Ormas Saja,Neutral,Bendera-bendera yang Berkibar di Reuni 212,bendera kibar reuni 212
2025-01-24,Ormas Saja,Negative,Pakar Ingatkan Dampak Izin Tambang untuk Kampus: Rawan Konflik Kepentingan,pakar dampak izin tambang kampus rawan konflik
2025-01-24,Ormas Saja,Neutral,"Perguruan Tinggi Bisa Garap Tambang di RUU Minerba, ESDM Buka Suara",guru garap tambang ruu minerba esdm buka suara
2025-01-23,Ormas Saja,Neutral,"Kampus Bisa Kelola Tambang di RUU Minerba, Begini Respons Mendikti Saintek",kampus kelola tambang ruu minerba respons mendikti saintek
2025-01-23,Ormas Saja,Positive,Pratikno: Program Pemeriksaan Kesehatan Gratis Libatkan Swasta-TNI-Polri,pratikno program periksa sehat gratis libat swasta-tni-polri
2025-01-23,Ormas Saja,Neutral,Revisi UU Minerba Resmi Jadi Usul Inisiatif DPR RI,revisi uu minerba resmi usul inisiatif dpr ri
2025-01-22,Ormas Saja,Neutral,Tok! Segini Besaran Zakat Fitrah di Kota Cirebon Tahun 2025,tok gin zakat fitrah kota cirebon 2025
2021-12-13,Pemuda Pancasila (PP),Negative,Sekjen Ormas PP Hadiri Pemeriksaan Polda Metro Terkait Demo Ricuh,sekjen ormas pp hadir periksa polda metro kait demo ricuh
2024-11-28,Ormas Saja,Negative,Kubu RIDO Bikin Sayembara Rp 10 Juta untuk Temukan Kecurangan Pilgub Jakarta,kubu rido bikin sayembara rp 10 juta temu curang pilgub jakarta
2025-01-22,Nahdlatul Ulama (NU),Negative,"Gus Yahya: Saya Ingatkan, NU Adalah Organisasi Ulama Bukan Bisnis",gus yahya nu organisasi ulama bisnis
2024-11-27,Ormas Saja,Neutral,Pernyataan Iqbal-Dinda Seusai Unggul Pilgub NTB Versi Quick Count KedaiKopi,nyata iqbal-dinda unggul pilgub ntb versi quick count kedaikopi
